NFUCountryside	NIL967
Ted Clydesdale	NIL756
HorseHour	NIL910
Charlie Bean	http://dbpedia.org/resource/Charlie_Bean
dpowell248	NIL305
pjbish	NIL642
hulk	http://dbpedia.org/resource/Hulk_(footballer)
GaffneyVLC	NIL339
America	http://dbpedia.org/resource/United_States
AsTallAsHerEyes	NIL180
Sam	NIL691
JackJackj1996	NIL406
pantsybaby	NIL625
r Ste	NIL730
_chloepalmerr	NIL120
Scotland	http://dbpedia.org/resource/Scotland
GaffneyVLC	NIL339
GTA	http://dbpedia.org/resource/Grand_Theft_Auto_(series)
GTAV	http://dbpedia.org/resource/Grand_Theft_Auto_V
philxl	NIL641
comedy gold	http://dbpedia.org/resource/Comedy_Gold_(TV_channel)
YouTube	http://dbpedia.org/resource/YouTube
philxl	NIL641
simonChef99	NIL714
suesmith8	NIL741
dailymirror	http://dbpedia.org/resource/Daily_Mirror
mattgoss	http://dbpedia.org/resource/Matt_Goss
bbc5live	http://dbpedia.org/resource/BBC_Radio_5_Live
secularbloke	NIL1000
Nas Campanella	NIL599
Lord_Sugar	http://dbpedia.org/resource/Alan_Sugar
Alan	NIL138
AlanSteveSteve	NIL142
Brenny_D	NIL212
Steve	NIL732
mk	http://dbpedia.org/resource/Milton_Keynes
Marks & Spencer	http://dbpedia.org/resource/Marks_&_Spencer
Xmas	http://dbpedia.org/resource/Christmas
Hertford	http://dbpedia.org/resource/Hertford
Sam smith	http://dbpedia.org/resource/Sam_Smith_(singer)
Bletchley	http://dbpedia.org/resource/Bletchley
chimichangaukGood	NIL244
philxl	NIL641
virgin	http://dbpedia.org/resource/Virgin_Trains
Virgin Trains	http://dbpedia.org/resource/Virgin_Trains
virgintrains	http://dbpedia.org/resource/Virgin_Trains
Blum	NIL205
blumuk	NIL73
Madonna	http://dbpedia.org/resource/Madonna_(entertainer)
BecciColby	NIL191
D_Mitten	NIL266
 @prinsesachini	http://dbpedia.org/resource/Kim_Chiu
 @XianLi	http://dbpedia.org/resource/Xian_Lim
MelanieWeaver_	NIL566
Ibiza	http://dbpedia.org/resource/Ibiza
Ibiza	http://dbpedia.org/resource/Ibiza
gemcolclough	NIL348
holrichards	NIL390
De Gea	http://dbpedia.org/resource/David_de_Gea
FootyAccums	NIL889
 Milton Keyne	http://dbpedia.org/resource/Milton_Keynes
norway	http://dbpedia.org/resource/Norway
elliecocozza_	NIL313
Superman IV	http://dbpedia.org/resource/Superman_IV:_The_Quest_for_Peace
dcumoviepage	NIL292
Den of Geek	NIL867
Christmas Eve	http://dbpedia.org/resource/Christmas
HollyCopem4n	NIL389
Kim Chiu	http://dbpedia.org/resource/Kim_Chiu
Xian Lim	http://dbpedia.org/resource/Xian_Lim
PEPalerts	NIL978
WonderWorldMK	NIL1062
@Jordan_Ju	NIL117
@Macauley_Irvin	NIL536
Xmas	http://dbpedia.org/resource/Christmas
TheActualGeorge	NIL759
BenSmithBBC	NIL198
sam0007ster	NIL692
Liverpool_World	NIL939
Fenny	http://dbpedia.org/resource/Fenny_Stratford
Pink Punters	NIL97
no shave november	http://dbpedia.org/resource/Movember
 skegnes	http://dbpedia.org/resource/Skegness
1Pepsy	NIL112
GrindTV	NIL904
HelpEmptyTanks	NIL907
SKODA Octavia	http://dbpedia.org/resource/Škoda_Octavia
TDI	http://dbpedia.org/resource/Turbocharged_Direct_Injection
noonahmed	NIL611
futurama	http://dbpedia.org/resource/Futurama
GrangerLewisss	NIL359
Gareth Bale	http://dbpedia.org/resource/Gareth_Bale
Wealdstone	http://dbpedia.org/resource/Wealdstone_F.C.
LewyWal	NIL508
TheHungerGames	http://dbpedia.org/resource/The_Hunger_Games_(film_series)
Millie	NIL578
british people	http://dbpedia.org/resource/British_people
Cameron	http://dbpedia.org/resource/David_Cameron
Labour	http://dbpedia.org/resource/Labour_Party_(UK)
Number10gov	http://dbpedia.org/resource/David_Cameron
angeliquedamon	NIL163
Manstagram_	NIL943
TelegraphTravel	NIL1026
TuskTrust	http://dbpedia.org/resource/Tusk_Trust
NoTrophyHunting	NIL970
JensonButton	http://dbpedia.org/resource/Jenson_Button
Motorsport	http://dbpedia.org/resource/Motorsport
Formula1chick	NIL332
PorscheRaces	NIL983
Pwookey	NIL646
RinglingBros	http://dbpedia.org/resource/Ringling_Bros._and_Barnum_&_Bailey_Circus
Seaworld	http://dbpedia.org/resource/SeaWorld
USDA	http://dbpedia.org/resource/United_States_Department_of_Agriculture
SuziUrell	NIL748
swami2005	NIL750
Christmas	http://dbpedia.org/resource/Christmas
Northampton	http://dbpedia.org/resource/Northampton
NorthamptonBID	NIL95
Spurs	http://dbpedia.org/resource/San_Antonio_Spurs
Gazza	NIL347
Brixton	http://dbpedia.org/resource/Brixton
RichardMcNamara	http://dbpedia.org/resource/Richard_McNamara
wearejames	http://dbpedia.org/resource/James_(band)
craigallington	NIL262
JaneyHolliday	NIL417
Jake	NIL408
Nadia	NIL598
#ImACele	http://dbpedia.org/resource/I'm_a_Celebrity...Get_Me_Out_of_Here!
Nico	NIL605
teenywiseman	NIL757
20472d	NIL113
Assistant007	NIL179
CardGary	NIL228
garymoore821	NIL342
Gaz	NIL345
HoraceWhip	NIL391
Mammagee66	NIL539
robibellini	NIL672
smudger_d	NIL724
RBS	http://dbpedia.org/resource/The_Royal_Bank_of_Scotland
DrPhil	http://dbpedia.org/resource/Dr._Phil_(TV_series)
UK	http://dbpedia.org/resource/United_Kingdom
London	http://dbpedia.org/resource/London
JonnieLovepole	NIL459
meganokay	NIL564
teenywiseman	NIL757
Sara	NIL697
sara_holden	NIL697
BeautifulRay_	NIL190
RachelleAlexa	NIL649
Campbell Park	http://dbpedia.org/resource/Campbell_Park
cyclocross	http://dbpedia.org/resource/Cyclo-cross
CSmilliexo	NIL263
Simon	NIL713
Dawn	NIL290
Dawnf1	NIL290
teenywiseman	NIL757
Edwina	NIL309
Kendra	http://dbpedia.org/resource/Kendra_Wilkinson
imacelebrity	http://dbpedia.org/resource/I'm_a_Celebrity...Get_Me_Out_of_Here!
rocket9ueen	NIL675
Nutella	http://dbpedia.org/resource/Nutella
Nutella	http://dbpedia.org/resource/Nutella
Mofins	NIL585
Christmas	http://dbpedia.org/resource/Christmas
PES15	http://dbpedia.org/resource/Pro_Evolution_Soccer_2015
AsimTanvir	NIL177
ps4	http://dbpedia.org/resource/PlayStation_4
AsimTanvir	NIL177
AsimTanvir	NIL177
kevvyb0712	NIL487
English	NIL83
JC_SpencerUK	NIL421
richardbranson	http://dbpedia.org/resource/Richard_Branson
virginmedia	http://dbpedia.org/resource/Virgin_Media
Jordan_Babb92	NIL461
AssantiCox	NIL178
Bertrand	http://dbpedia.org/resource/Ryan_Bertrand
villa	http://dbpedia.org/resource/Aston_Villa_F.C.
England	http://dbpedia.org/resource/England
20472d	NIL113
CardGary	NIL228
Charles63Lisa	NIL239
garymoore821	NIL342
HoraceWhip	NIL391
Mammagee66	NIL539
opoloposweden	NIL623
smudger_d	NIL724
America	http://dbpedia.org/resource/United_States
Ebola	http://dbpedia.org/resource/Ebola_virus_disease
MCFC	http://dbpedia.org/resource/Manchester_City_F.C.
TMLewin	http://dbpedia.org/resource/T._M._Lewin
US	http://dbpedia.org/resource/United_States
SmashedGrowler	NIL722
American	http://dbpedia.org/resource/Americans
Ferguson	http://dbpedia.org/resource/Ferguson,_Missouri
TUSK81	NIL773
yashmori	NIL791
MichaelPhclps	NIL573
Skee08	NIL719
MusicOverPeople	NIL957
American	http://dbpedia.org/resource/Americans
CHlLDHOODRUINER	NIL855
CricketNSWBlues	http://dbpedia.org/resource/New_South_Wales_cricket_team
UK	http://dbpedia.org/resource/United_Kingdom
WestEndRedbacks	http://dbpedia.org/resource/South_Australia_cricket_team
scg	http://dbpedia.org/resource/Sydney_Cricket_Ground
londonmidland	http://dbpedia.org/resource/London_Midland
MiltonKeynes	http://dbpedia.org/resource/Milton_Keynes
UK	http://dbpedia.org/resource/United_Kingdom
VGC Group	NIL104
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
UK	http://dbpedia.org/resource/United_Kingdom
David Lloyd	NIL31
MeccaRTE	NIL946
usa	http://dbpedia.org/resource/United_States
USA	http://dbpedia.org/resource/United_States
Buckinghamshire	http://dbpedia.org/resource/Buckinghamshire
McDonald's	http://dbpedia.org/resource/McDonald's
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
DarrenWilson	NIL277
Ferguson	http://dbpedia.org/resource/Ferguson,_Missouri
US	http://dbpedia.org/resource/United_States
Berlin	http://dbpedia.org/resource/Berlin_(band)
Heaton Park	http://dbpedia.org/resource/Heaton_Park
greenygreen96	NIL360
BanTheBBC	NIL821
HorseHour	NIL910
NFUCountryside	NIL967
WOWFactsOfLife	NIL1063
AMG	http://dbpedia.org/resource/Mercedes-AMG
Shell	http://dbpedia.org/resource/Royal_Dutch_Shell
Grand Union	http://dbpedia.org/resource/Grand_Union_Canal
Wolverton	http://dbpedia.org/resource/Wolverton
NorvicStrangers	NIL969
Brackley	http://dbpedia.org/resource/Brackley
Northants	http://dbpedia.org/resource/Northamptonshire
Petronas	http://dbpedia.org/resource/Petronas
Johnchallen	NIL450
Kyle_Fortune	NIL497
WhatsApp	http://dbpedia.org/resource/WhatsApp
Kez	NIL488
kezzac	NIL488
MissDebsLowrie	NIL580
verityjane	NIL779
Dusty Springfield	http://dbpedia.org/resource/Dusty_Springfield
Newport Pagnell	http://dbpedia.org/resource/Newport_Pagnell
Michelle Nova	NIL574
The Red House	NIL65
AFC_GLEN	NIL136
bvergara	NIL218
Arselona	NIL174
Orangeiceman10	NIL624
woodysirish	NIL790
BierLen	NIL200
GPMooreEsq	NIL901
NorvicStrangers	NIL969
AFC_GLEN	NIL136
FlemishGooners	NIL328
goonerdave66	NIL357
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
BierLen	NIL200
GPMooreEsq	NIL901
NorvicStrangers	NIL969
Adidas	http://dbpedia.org/resource/Adidas
_DAGYE	NIL121
America	http://dbpedia.org/resource/United_States
Ferguson	http://dbpedia.org/resource/Ferguson,_Missouri
femtobrewster	NIL327
  @queenbee	NIL647
Arselona	NIL174
Lordhillwood	NIL523
Orangeiceman10	NIL624
woodysirish	NIL790
cjor1172	NIL251
MuppetGooner	NIL596
QueenofSuburbia	NIL648
cjor1172	NIL251
MuppetGooner	NIL596
QueenofSuburbia	NIL648
prinsesachinita	http://dbpedia.org/resource/Kim_Chiu
XianLimm	http://dbpedia.org/resource/Xian_Lim
KimXianATGInc	NIL933
cjor1172	NIL251
MuppetGooner	NIL596
QueenofSuburbia	NIL648
RCdeWinter	NIL654
cjor1172	NIL251
MuppetGooner	NIL596
QueenofSuburbia	NIL648
Columbo	NIL256
SachaWild11	NIL687
LBC	http://dbpedia.org/resource/LBC
JhiaxusPrime	NIL436
mrjamesob	NIL591
Swales1968	NIL749
Christmas	http://dbpedia.org/resource/Christmas
LBC	http://dbpedia.org/resource/LBC
JhiaxusPrime	NIL436
mrjamesob	NIL591
Swales1968	NIL749
LBC	http://dbpedia.org/resource/LBC
JhiaxusPrime	NIL436
mrjamesob	NIL591
Swales1968	NIL749
LBC	http://dbpedia.org/resource/LBC
JhiaxusPrime	NIL436
mrjamesob	NIL591
Swales1968	NIL749
Johnny_G86	NIL453
USA	http://dbpedia.org/resource/United_States
Johnny_G86	NIL453
KasXy22	NIL472
prinsesachinita	http://dbpedia.org/resource/Kim_Chiu
XianLimm	http://dbpedia.org/resource/Xian_Lim
MadamChiuLimFan	NIL537
queenbeemae	NIL647
Mirror	http://dbpedia.org/resource/Daily_Mirror
JordanBrady1	NIL462
ryday10	NIL686
21prods	NIL114
_MLR_	NIL125
iclavijos	NIL393
Ted	NIL756
HorseHour	NIL910
NFUCountryside	NIL967
Ted	NIL756
HorseHour	NIL910
NFUCountryside	NIL967
Leyton Orient	http://dbpedia.org/resource/Leyton_Orient_F.C.
Luton Town	http://dbpedia.org/resource/Luton_Town_F.C.
Jerome Martelli	NIL431
toys are us	http://dbpedia.org/resource/Toys_%22R%22_Us
JordanBrady1	NIL462
Lewee123	NIL506
Skream	http://dbpedia.org/resource/Skream
Crewe	http://dbpedia.org/resource/Crewe
Piccadilly	http://dbpedia.org/resource/Piccadilly
America	http://dbpedia.org/resource/United_States
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
Ted	NIL756
BedmaxShavings	NIL836
Endomondo	http://dbpedia.org/resource/Endomondo
Giroud	http://dbpedia.org/resource/Olivier_Giroud
lewandolski	http://dbpedia.org/resource/Robert_Lewandowski
Suarez	http://dbpedia.org/resource/Luis_Suárez
Costa	NIL260
scott_mills	http://dbpedia.org/resource/Scott_Mills
likeavillasboas	NIL514
likeavillasboas	NIL514
CaterhamF1	http://dbpedia.org/resource/Caterham_F1
WillStevens_	http://dbpedia.org/resource/Will_Stevens
ProPerformance_	NIL986
St. Albans	http://dbpedia.org/resource/St_Albans
twitter	http://dbpedia.org/resource/Twitter
SheWore	NIL1004
Dryzie_Official	NIL308
twitter	http://dbpedia.org/resource/Twitter
MYA_Tweet	NIL958
Glasgow	http://dbpedia.org/resource/Glasgow
emilyyy87	NIL314
StewRFC	NIL735
kidsout	NIL87
arsenal	http://dbpedia.org/resource/Arsenal_F.C.
IanWright0	http://dbpedia.org/resource/Ian_Wright
Blackburngeorge	NIL203
george	NIL350
nursiedeb	NIL613
high school musical	http://dbpedia.org/resource/High_School_Musical
Netflix	http://dbpedia.org/resource/Netflix
arsenal	http://dbpedia.org/resource/Arsenal_F.C.
TeamBellerin39	NIL1023
ZeGooner	NIL796
under siege	http://dbpedia.org/resource/Under_Siege_2:_Dark_Territory
RoamingLibero	NIL669
youtube	http://dbpedia.org/resource/YouTube
TeamBellerin39	NIL1023
Campbell	NIL226
DBerry1974	NIL291
RoamingLibero	NIL669
Led Zeppelin	http://dbpedia.org/resource/Led_Zeppelin
Stairway to Heaven	http://dbpedia.org/resource/Stairway_to_Heaven
Twitter	http://dbpedia.org/resource/Twitter
nursiedeb	NIL613
frazermccoll	NIL334
brixton	http://dbpedia.org/resource/Brixton
facebook	http://dbpedia.org/resource/Facebook
Larryontour	http://dbpedia.org/resource/Larry_Gott
WillsB40	NIL787
lynxlynx8	NIL535
somali	http://dbpedia.org/resource/Somali_people
Lathanay	NIL499
Dons	http://dbpedia.org/resource/Milton_Keynes_Dons_F.C.
?@WonderWorld	NIL5
colin_fleming	http://dbpedia.org/resource/Colin_Fleming
Andy	NIL159
Mike	http://dbpedia.org/resource/Mike_Tyson
SmashedGrowler	NIL722
Super6	NIL1020
carmiraymundo	NIL230
queenbeemae	NIL647
FemiPhoenix	NIL326
sijisoares	NIL712
Mike Brown	http://dbpedia.org/resource/Mike_Brown_(basketball,_born_1970)
SmashedGrowler	NIL722
Jurassic World	http://dbpedia.org/resource/Jurassic_World
denofgeek	NIL867
Mike	NIL577
SmashedGrowler	NIL722
SmashedGrowler	NIL722
SmashedGrowler	NIL722
SmashedGrowler	NIL722
hannah662	NIL369
annakalugin	NIL165
FacesAndCurves_	NIL878
MentalHealthCop	NIL90
MiltonKeynesWCX	NIL12
Michael Brown	http://dbpedia.org/resource/Michael_D._Brown
💭 #MichaelB	http://dbpedia.org/resource/Michael_D._Brown
Jackie_flash	NIL405
Bayonetta 2	http://dbpedia.org/resource/Bayonetta_2
Rodin	http://dbpedia.org/resource/Auguste_Rodin
Wii U	http://dbpedia.org/resource/Wii_U
Somalians	http://dbpedia.org/resource/Somali_people
OfficiallySlitz	NIL973
nike shox	http://dbpedia.org/resource/Nike_Shox
nikeid	http://dbpedia.org/resource/NikeID
Gilly	NIL38
MK Dons	http://dbpedia.org/resource/Milton_Keynes_Dons_F.C.
Ford GT	http://dbpedia.org/resource/Ford_GT
PureMuscleCars	NIL988
Larryontour	http://dbpedia.org/resource/Larry_Gott
wearejames	http://dbpedia.org/resource/James_(band)
WillsB40	NIL787
America	http://dbpedia.org/resource/United_States
Christmas	http://dbpedia.org/resource/Christmas
Christmas	http://dbpedia.org/resource/Christmas
HockneyFilm	NIL909
Chelsea	http://dbpedia.org/resource/Chelsea_F.C.
Germans	http://dbpedia.org/resource/Germans
Blackburngeorge	NIL203
TraderChris87	NIL770
Southampton	http://dbpedia.org/resource/Southampton
Worcester	http://dbpedia.org/resource/Worcester
18DialSquare86	NIL111
Buckinghamshire	http://dbpedia.org/resource/Buckinghamshire
Woughton On The Green	http://dbpedia.org/resource/Old_Woughton
Ye Olde Swan	NIL108
Kim	NIL490
_youhadonejob	NIL805
Chelsea	http://dbpedia.org/resource/Chelsea_F.C.
18DialSquare86	NIL111
Chelsea	http://dbpedia.org/resource/Chelsea_F.C.
Europe	http://dbpedia.org/resource/Europe
WayneElson84	NIL784
Winter of Discontent	http://dbpedia.org/resource/Winter_of_Discontent
shortcutapp	NIL1007
Madison Genesis	http://dbpedia.org/resource/Madison-Genesis
Ashley	NIL176
Dario	NIL275
Spotify	http://dbpedia.org/resource/Spotify
WHL	http://dbpedia.org/resource/Western_Hockey_League
bayern	http://dbpedia.org/resource/FC_Bayern_Munich
Lotto	http://dbpedia.org/resource/Lottery
Andy__White	NIL161
Danny	NIL272
Syren2010	NIL751
ConnorDarton	NIL257
Syren2010	NIL751
#ChampionsLeagu	http://dbpedia.org/resource/UEFA_Champions_League
#MUFCvBAYER	NIL17
English	NIL83
o, goo	http://dbpedia.org/resource/Google
FleurDeForce	NIL329
JimsTweetings	NIL442
nabihahmal	NIL597
PointlessBlog	http://dbpedia.org/resource/Alfie_Deyes
RAFC	http://dbpedia.org/resource/Royal_Antwerp_F.C.
himalayas	http://dbpedia.org/resource/Himalayas
animal_uk	NIL71
SalmanAhmed485	NIL690
Reuben	NIL662
20472d	NIL113
Assistant007	NIL179
CardGary	NIL228
garymoore821	NIL342
HoraceWhip	NIL391
Mammagee66	NIL539
Roberto	NIL672
robibellini	NIL672
smudger_d	NIL724
Hannah	NIL368
Messi	http://dbpedia.org/resource/Lionel_Messi
Ronaldo	http://dbpedia.org/resource/Cristiano_Ronaldo
SeppBlatter	http://dbpedia.org/resource/Sepp_Blatter
gta	http://dbpedia.org/resource/Grand_Theft_Auto_(video_game)
ps4	http://dbpedia.org/resource/PlayStation_4
British	http://dbpedia.org/resource/British_people
NHS	http://dbpedia.org/resource/National_Health_Service
signoramac	NIL1008
ChrisCEOHopson	NIL249
marcjenkins	NIL543
Oxfam	http://dbpedia.org/resource/Oxfam
Unilever	http://dbpedia.org/resource/Unilever
urban dictionary	http://dbpedia.org/resource/Urban_Dictionary
EU	http://dbpedia.org/resource/European_Union
Marc	NIL542
marcjenkins	NIL543
Matthew_Reeve	NIL556
Balletboyz	NIL72
Channel 4	http://dbpedia.org/resource/Channel_4
Cindy_Lashes	NIL250
jack_sims	NIL404
lozxjxbrown	NIL525
ChampionsLeague	http://dbpedia.org/resource/UEFA_Champions_League
Lionel Messi	http://dbpedia.org/resource/Lionel_Messi
Euston	http://dbpedia.org/resource/Euston_railway_station
VirginTrains	http://dbpedia.org/resource/Virgin_Trains
Wolverhampton	http://dbpedia.org/resource/Wolverhampton
_riarose	NIL126
swan_mk	NIL102
JakeSims	NIL410
BBC	http://dbpedia.org/resource/BBC
Breaking News	http://dbpedia.org/resource/Breaking_news
Labour	http://dbpedia.org/resource/Labour_Party_(UK)
Christmas	http://dbpedia.org/resource/Christmas
Christmas	http://dbpedia.org/resource/Christmas
Maria	NIL545
mariastamp1	NIL545
shortielady7	NIL711
Varanasi	http://dbpedia.org/resource/Varanasi
JhaSanjay	NIL434
Christmas	http://dbpedia.org/resource/Christmas
Buckingham Road	NIL27
Thriftwood	NIL67
HorseHour	NIL910
NFUCountryside	NIL967
MK Dons	http://dbpedia.org/resource/Milton_Keynes_Dons_F.C.
Christmas	http://dbpedia.org/resource/Christmas
StuRobson	NIL740
D13Creative	NIL864
Milton Keynes Central railway station	http://dbpedia.org/resource/Milton_Keynes_Central_railway_station
Sainsbury's	http://dbpedia.org/resource/Sainsbury's
CL	http://dbpedia.org/resource/UEFA_Champions_League
18DialSquare86	NIL111
Memz_Dogi	NIL569
ram_gooner182	NIL651
18DialSquare86	NIL111
Memz_Dogi	NIL569
ram_gooner182	NIL651
18DialSquare86	NIL111
Memz_Dogi	NIL569
ram_gooner182	NIL651
18DialSquare86	NIL111
Memz_Dogi	NIL569
ram_gooner182	NIL651
18DialSquare86	NIL111
Memz_Dogi	NIL569
ram_gooner182	NIL651
18DialSquare86	NIL111
Memz_Dogi	NIL569
ram_gooner182	NIL651
GregEmonds	NIL362
simpsontrevor	NIL715
stuartg917	NIL1017
detikcom	NIL869
detiktravel	NIL870
xmas	http://dbpedia.org/resource/Christmas
xmas	http://dbpedia.org/resource/Christmas
CL	http://dbpedia.org/resource/UEFA_Champions_League
Klopp	http://dbpedia.org/resource/Jürgen_Klopp
pep	http://dbpedia.org/resource/Pep_Guardiola
JohnJig	NIL452
FonkyChris	NIL330
smeagol_11	NIL723
JohnJig	NIL452
FootworkMK	NIL888
mk11livemusic	NIL952
n Aylesbu	http://dbpedia.org/resource/Aylesbury
Dania	NIL270
JohnJig	NIL452
HelenStockwell	NIL380
MK	http://dbpedia.org/resource/Milton_Keynes
AaronAndJack	NIL130
JohnJig	NIL452
Aylesbury	http://dbpedia.org/resource/Aylesbury
secularbloke	NIL1000
bottleshop_mark	NIL208
jenkinsbenjamin	NIL424
MudgeeBrewingCo	NIL956
newietraveller	NIL964
JohnJig	NIL452
Ivan Toney	http://dbpedia.org/resource/Ivan_Toney
Northampton	http://dbpedia.org/resource/Northampton
JohnJig	NIL452
Lizzie_R_Bell	NIL522
ivan toney	http://dbpedia.org/resource/Ivan_Toney
DaisyEmenike	NIL267
patoranky	NIL628
FCUM	http://dbpedia.org/resource/F.C._United_of_Manchester
NYC	http://dbpedia.org/resource/New_York_City
lonelythebrave	NIL940
OpenUniversity	http://dbpedia.org/resource/Open_University
OUstudents	NIL96
OpenUniversity	http://dbpedia.org/resource/Open_University
OUstudents	NIL96
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
Netflix	http://dbpedia.org/resource/Netflix
JohnJig	NIL452
OfficialChip	http://dbpedia.org/resource/Chip_(rapper)
The Hub	NIL63
Buckinghamshire	http://dbpedia.org/resource/Buckinghamshire
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
Handbags and Gladrags	http://dbpedia.org/resource/Handbags_and_Gladrags
Rod Stewart	http://dbpedia.org/resource/Rod_Stewart
Brazil	http://dbpedia.org/resource/Brazil
MK	http://dbpedia.org/resource/Milton_Keynes
WorldCup	http://dbpedia.org/resource/World_Cup
Hardeep	NIL373
itcinfotech	http://dbpedia.org/resource/ITC_Infotech
Alton towers	http://dbpedia.org/resource/Alton_Towers_Resort
Denny Dugg	NIL295
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
Romeo and Juliet	http://dbpedia.org/resource/Romeo_and_Juliet
Stantonbury	http://dbpedia.org/resource/Stantonbury
PeppersGhostMK	NIL979
Christmas	http://dbpedia.org/resource/Christmas
Michael Kors	http://dbpedia.org/resource/Michael_Kors
Bublé	http://dbpedia.org/resource/Michael_Bublé
Christmas	http://dbpedia.org/resource/Christmas
HannahEllen23	NIL371
katiefrances89	NIL479
Cory	NIL259
HannahEllen23	NIL371
katiefrances89	NIL479
18DialSquare86	NIL111
aliLADiere	NIL152
OpenUniversity	http://dbpedia.org/resource/Open_University
ESA_Rosetta	NIL84
Riverboy15	NIL668
@ Milton Keynes Central railway stati	http://dbpedia.org/resource/Milton_Keynes_Central_railway_station
Riverboy15	NIL668
twillnurse	NIL774
Buckinghamshire	http://dbpedia.org/resource/Buckinghamshire
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
thecentremk	http://dbpedia.org/resource/Central_Milton_Keynes
JusticeForMikeBrown	NIL11
OfficerWilson	NIL616
SheWore	NIL1004
MKDonsFC	http://dbpedia.org/resource/Milton_Keynes_Dons_F.C.
amy_doylex	NIL156
baileymac02	NIL187
BletchleyPark	http://dbpedia.org/resource/Bletchley_Park
Buckinghamshire	http://dbpedia.org/resource/Buckinghamshire
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
Dortmund	http://dbpedia.org/resource/Dortmund
Tomas Rosicky	http://dbpedia.org/resource/Tomáš_Rosický
FootballVines	NIL887
Michael brown	http://dbpedia.org/resource/Michael_E._Brown
Riverboy15	NIL668
twillnurse	NIL774
Luke	NIL528
FunnyyVine	NIL892
Ferguson	http://dbpedia.org/resource/Ferguson,_Missouri
Queens	http://dbpedia.org/resource/Queens
golf	http://dbpedia.org/resource/Golf
golf	http://dbpedia.org/resource/Golf
milton keynes	http://dbpedia.org/resource/Milton_Keynes
alex_makel	NIL144
luke_bwfc	NIL529
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
Oakgrove School	http://dbpedia.org/resource/Oakgrove_School
UK	http://dbpedia.org/resource/United_Kingdom
jessschofield_	NIL432
Emirates	http://dbpedia.org/resource/Emirates_Stadium
Bowling	http://dbpedia.org/resource/Bowling
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
Hollywood Bowl	NIL43
Nandos	http://dbpedia.org/resource/Nando's
MAC	http://dbpedia.org/resource/MAC_Cosmetics
 #ChampionsLeag	http://dbpedia.org/resource/UEFA_Champions_League
Emirates	http://dbpedia.org/resource/Emirates_Stadium
Ferrero rocher	http://dbpedia.org/resource/Ferrero_Rocher
ZacParker3	NIL794
NES	http://dbpedia.org/resource/Nintendo_Entertainment_System
TheViralFever	NIL1034
TheQtiyapaGuy	NIL762
Fifa 15	NIL913
superspurs34	NIL744
YouTube	http://dbpedia.org/resource/YouTube
Skins	http://dbpedia.org/resource/Skins_(UK_TV_series)
Arsenal	http://dbpedia.org/resource/Arsenal_F.C.
Prezzo	http://dbpedia.org/resource/Prezzo
Rachy_Erin	NIL650
Zumba	http://dbpedia.org/resource/Zumba
Rupert	http://dbpedia.org/resource/Rupert_(TV_series)
Camilla	NIL225
Arsenal	http://dbpedia.org/resource/Arsenal_F.C.
Sanogo	http://dbpedia.org/resource/Yaya_Sanogo
bim390	NIL202
Ipodbob	NIL398
Cineworld	http://dbpedia.org/resource/Cineworld
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
MK	http://dbpedia.org/resource/Milton_Keynes
The Hunger Games: Mockingjay - Part 1	http://dbpedia.org/resource/The_Hunger_Games:_Mockingjay_–_Part_1
stirling_fellow	NIL737
? @OliviaRo	NIL618
GumlawU	NIL364
Sanogo	http://dbpedia.org/resource/Yaya_Sanogo
AgentLemmings	NIL811
LePhantomMenace	NIL505
Basel	http://dbpedia.org/resource/FC_Basel
Real Madrid	http://dbpedia.org/resource/Real_Madrid_C.F.
_AnimalAdvocate	http://dbpedia.org/resource/Animal_rights_movement
examinercom	http://dbpedia.org/resource/Examiner.com
jtrygges	NIL930
Sky Sports	http://dbpedia.org/resource/Sky_Sports
lindainoz07	NIL516
mitch1974	NIL582
@DonnaTTgir	NIL302
@EmmaJonesG	NIL316
@HelTTgir	NIL381
@teenywisema	NIL757
Cristiano	http://dbpedia.org/resource/Cristiano_Ronaldo
Messi	http://dbpedia.org/resource/Lionel_Messi
iceagemuke	NIL916
iH8TvvitterHoes	NIL917
MissDebsLowrie	NIL580
verityjane	NIL779
Alexis	NIL147
 Duracel	http://dbpedia.org/resource/Duracell
MissDebsLowrie	NIL580
Verity	NIL779
verityjane	NIL779
Ramos	http://dbpedia.org/resource/Humberto_Ramos
shinji	http://dbpedia.org/resource/Shinji_Higuchi
Lord Sugar	http://dbpedia.org/resource/Alan_Sugar
TheApprentice	http://dbpedia.org/resource/The_Apprentice_(UK_TV_series)
StupidDeluxe	NIL1018
invinciblog	NIL927
English	http://dbpedia.org/resource/England
